"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-26364","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","# Generated Helper Shape Contract Gate Rule","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_SCRIPTS/LOCK_SAVE_GENERATED_HELPER_SHAPE_CONTRACT_GATE_RULE_V1_UNIQUE_20260531_1235.ps1; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GENERATED_HELPER_SHAPE_CONTRACT_GATE_RULE_20260531.md"
"CONCEPT-10181","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","## Next Object","2","2","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/CODING_ROOM_SHAPE_GATE_BLOCKER_CLASSIFICATION_WAVE_01_20260531_081204/RECOMMENDED_NEXT_REPAIR_OBJECT.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/READ_GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_LOCAL_ONLY_TODO_20260531.md"
"CONCEPT-18629","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","## Project-first guard","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_DOCS/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/TEMPLATES/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md"
"CONCEPT-04067","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","## Required invariant","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_DOCS/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/TEMPLATES/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md"
"CONCEPT-27852","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","| PROOF_NEIGHBOR | REVIEW | BRAIN_LEARNING/PERIODIC_RECOLLECTION_SCALE_ALL_WAYS_RULE_20260523.md | Rule/suit-like file lacks obvious proof/boundary/verdict wording. | No proof/receipt/sha256/boundary/verdict keyword. | Confirm neighbor proof exists or add a fit/receipt link. |","2","2","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CYCLE_V1_1_20260530_095730.md; _MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CYCLE_V1_1_20260530_095823.md"
"CONCEPT-38955","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","| PROOF_NEIGHBOR | REVIEW | BRAIN_LEARNING/POWERSHELL_EMPTY_COLLECTION_PARAMETER_BINDING_RULE_20260530.md | Rule/suit-like file lacks obvious proof/boundary/verdict wording. | No proof/receipt/sha256/boundary/verdict keyword. | Confirm neighbor proof exists or add a fit/receipt link. |","2","2","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CYCLE_V1_1_20260530_095730.md; _MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CYCLE_V1_1_20260530_095823.md"
"CONCEPT-26615","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","| PROOFCONTENT_ALLOW_EMPTY_STRING_GUARD_PRESENT | True | Score-ProofCandidate must allow empty proof content. |","2","2","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/CODING_ROOM_LOCK_SAVE_WRITER_RECEIPT_PAIRING_WAVE_01_V1_2_UNIQUE_20260531_1325_20260531_082625/CODING_ROOM_LOCK_SAVE_WRITER_RECEIPT_PAIRING_WAVE_01_V1_2_UNIQUE_20260531_1325_REPORT.md; _MISC_DRAWER/READ_REPORTS/CODING_ROOM/CODING_ROOM_LOCK_SAVE_WRITER_RECEIPT_PAIRING_WAVE_01_V1_3_UNIQUE_20260531_1350_20260531_135111/CODING_ROOM_LOCK_SAVE_WRITER_RECEIPT_PAIRING_WAVE_01_V1_3_UNIQUE_20260531_1350_REPORT.md"
"CONCEPT-06792","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","A first live-use helper was generated to prove that guard. V1 failed at the report-writing primitive layer because Add-ReportLine received a null Lines collection. The user then reported the download link problem and asked for the same repaired helper to be resent. After that, the user asked for the file to be gone back over and triple checked.","2","2","_MISC_DRAWER/READ_REPORTS/TRIPLE_CHECK_BEFORE_RESEND_HARDENING_ORDER_V1_20260530_094014.md; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_TRIPLE_CHECK_BEFORE_RESEND_HARDENING_ORDER_V1.ps1"
"CONCEPT-24279","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","Document-writing helpers must not reject valid document lines merely because a line is empty.","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_DOCS/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/TEMPLATES/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md"
"CONCEPT-08531","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","function Add-Root($List, [string]$Name, [string]$Path, [int]$Depth, [string]$Reason, [bool]$Required) {","2","2","_MISC_DRAWER/EVIDENCE_FREEZE/CROSS_EXAM_BLOCKED_BEFORE_RUN_20260528_004506/targets/RUN_HOUSE_CROSS_EXAM_FAILURE_RESPONSE_ALL_ROOMS_TOOLS_WEB_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_HOUSE_CROSS_EXAM_FAILURE_RESPONSE_ALL_ROOMS_TOOLS_WEB_V1.ps1"
"CONCEPT-11458","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","If the active object is a project save, the self-test must stay small. It is a gate, not a new project.","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_DOCS/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/TEMPLATES/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md"
"CONCEPT-24273","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","Lock/save as a support rule.","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_SCRIPTS/LOCK_SAVE_GENERATED_HELPER_SHAPE_CONTRACT_GATE_RULE_V1_UNIQUE_20260531_1235.ps1; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GENERATED_HELPER_SHAPE_CONTRACT_GATE_RULE_20260531.md"
"CONCEPT-16937","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","Status: BRAIN LEARNING RULE / SUPPORT STANDARD / NOT DOCTRINE","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_SCRIPTS/LOCK_SAVE_GENERATED_HELPER_SHAPE_CONTRACT_GATE_RULE_V1_UNIQUE_20260531_1235.ps1; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GENERATED_HELPER_SHAPE_CONTRACT_GATE_RULE_20260531.md"
"CONCEPT-28305","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","The cockpit says the front door selects the command shape, Alpha locks the object, the router sends it to the right family, gates judge, and Final Judge closes. For this task, the object is not “repair transcript helper”; it is “measure whether helpers are actually helping.”","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_VALUE_AUDIT_AND_HELPER_SEAT_LEDGER_SYSTEM_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/GEAR_RACK/HELPER_VALUE_AUDIT_AND_HELPER_SEAT_LEDGER_CARD_20260528.md"
"CONCEPT-37364","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","V1.1 repair note: V1 direct run exposed a lower-level Git status collection-shape failure after a mashed operator command. V1.1 normalizes Git status results with array wrapping before Count checks and preserves the intended base-layer guard save.","2","2","_MISC_DRAWER/READ_REPORTS/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_V1_20260530_092145.md; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_V1.1.ps1"
"CONCEPT-25806","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","WorkKey: LOWER-LAYER-SAVE-ROUTE-HARNESS-ROOT-REPAIR-20260530-V1-2","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/POWERSHELL_COLLECTION_SHAPE_COUNT_GUARD_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LOWER_LAYER_SAVE_ROUTE_HARNESS_V1_COUNT_COLLECTION_CRIME_SCENE_20260530.md"
"CONCEPT-16310","SHAPE_GATE_CONTRACT","USE_NOW_OR_ENFORCE","Writer must accept and preserve:","2","2","_LOCAL_CUSTODY_AND_RECEIPTS/ROOT_CLEAR_20260531_20260531_083030/ROOT_LOOSE_DOCS/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/TEMPLATES/HELPER_SHAPE_SELFTEST_BENCH_TEMPLATE_V1_20260531.md"
"CONCEPT-07408","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- 6LP3n9V7H_8: strange or mythic language must be translated to mechanism before use.","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/PRE_RUN2_BASELINE_20260524_233000/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md"
"CONCEPT-28168","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- active rule install;","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md"
"CONCEPT-09096","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- BRAIN_LEARNING: candidate durable learning rule.","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/006_SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_PLACEMENT_20260527.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/019_SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_PLACEMENT_20260527.md_CHUNK_01.txt"
"CONCEPT-30389","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- Do not rewrite ACTIVE_GUIDES.","2","2","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/PICKUP/_PARKING_NOTES/HOLD_SIGNAL_STRUCTURE_GRAMMAR_RESEARCH_WASH_20260524_053833.md; Jxhnny_Kl33N_Seedz/RESEARCH_PACKETS/CYCLES_20260526/00_SOURCE_INTAKE_AND_RESEARCH_SCOPE.md"
"CONCEPT-01141","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- Do not rewrite CURRENT_TRUTH_INDEX.","2","2","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/PICKUP/_PARKING_NOTES/HOLD_SIGNAL_STRUCTURE_GRAMMAR_RESEARCH_WASH_20260524_053833.md; Jxhnny_Kl33N_Seedz/RESEARCH_PACKETS/CYCLES_20260526/00_SOURCE_INTAKE_AND_RESEARCH_SCOPE.md"
"CONCEPT-19581","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- Gear Rack / Rule Machines: reusable helper-card form.","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/006_SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_PLACEMENT_20260527.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/019_SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_PLACEMENT_20260527.md_CHUNK_01.txt"
"CONCEPT-01239","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- Hm9ADZ28Wgo: signal units and syntax must be parsed before meaning is claimed.","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/PRE_RUN2_BASELINE_20260524_233000/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md"
"CONCEPT-06457","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- no broad repair","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/INTAKE_GATE_EDWARD_ODDITY_WALK_SOURCE_LOAD_CANDIDATE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/INTAKE_GATE_EDWARD_ODDITY_WALK_NEXT_ACTIONS_20260530.md"
"CONCEPT-38856","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- Probe scale means inspection scale must match object scale.","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/PRE_RUN2_BASELINE_20260524_233000/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md"
"CONCEPT-28506","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- Representation must operate and change legal moves.","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_EXPANDED_GATE_RING_20260524/PRE_RUN2_BASELINE_20260524_233000/MORE_RESEARCH_CHASE_HYPNOSIS_TRANSCRIPT_LEDGER_20260524.md"
"CONCEPT-09261","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- rule pack;","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md"
"CONCEPT-24380","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- rule piles can be clean if converted into keyed toolsets;","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/003_HOUSE_KEYRING_GRAPH_HISTORY_AND_FIT_REPORT_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/010_HOUSE_KEYRING_GRAPH_HISTORY_AND_FIT_REPORT_20260528.md_CHUNK_01.txt"
"CONCEPT-17613","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- rule pressure;","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md"
"CONCEPT-24508","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","""70"",""BLOCK"",""SECURITY_CREDENTIAL_SURFACE"",""SCRIPT_HYGIENE"",""COMMAND_CENTER/SCRIPTS/INCOMING/INTAKE_MULE_RETURN_ONE_SUIT_ONE_TEST_20260520.ps1"",""Executable statement before param block.""","2","2","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_AUTO_REVIEW_BATCH_V1_BLOCK_QUEUE_20260530_095823.csv; _MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_BLOCK_FAMILY_SELECTION_V1_ROWS_20260530_095823.csv"
"CONCEPT-11684","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","""ROPE-B7A8E074DF7D9D70"",""C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\BRAIN_LEARNING\THINK_BEFORE_WORK_INTAKE_ALARM_GATE_20260518.md"",""LIVE_PROJECT_RULE"",""brain-rule"",""PASS / BROAD ENOUGH FOR CURRENT POSITION"",""12"","""",""CLOSED_PASS"",""None"",""Leave as-is.""","2","2","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_LEDGER_V0.3_20260527_204138.csv; _MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_LEDGER_V0.4_20260527_204552.csv"
"CONCEPT-28585","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","# Helper Output Shape / Scalar-Safe Contract Rule — Self-Run Review V1","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/002_HELPER_OUTPUT_SHAPE_SCALAR_SAFE_CONTRACT_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/009_HELPER_OUTPUT_SHAPE_SCALAR_SAFE_CONTRACT_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt"
"CONCEPT-09395","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## 2. Selection Rule","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/010_WAYFINDING_PATH_SAVE_SELECTION_REVIEW_V1.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/023_WAYFINDING_PATH_SAVE_SELECTION_REVIEW_V1.md_CHUNK_01.txt"
"CONCEPT-36414","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## 2. Three-Pass Review Rule","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHUCK_NORRIS_PRESSURE_TEST_SOURCE_TO_HOUSE_INTAKE_V2_GUARDRAIL_20260528.md"
"CONCEPT-02709","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Branch rule","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/INTAKE_KEY_CODE_WORKING_RULES_CONDENSED_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/KEY_CODE_INTAKE_ROUTE_MAP_V1_20260530.md"
"CONCEPT-35630","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Core rule","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/INTAKE_GATE_SYSTEM_CONCEPT_CARD_V1_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/PORCH_DROP_EVENT_TRIGGER_AND_PACKAGE_INTAKE_RULE_20260522.md"
"CONCEPT-32218","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Do not","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/INTAKE_KEY_CODE_CONDENSED_SUIT_CARD_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/LIVING_INTAKE_PROTOCOL_STACK_SOFT_SUIT_CARD_V1_20260530.md"
"CONCEPT-35147","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Repair","2","2","_TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.1/SOURCE_TO_HOUSE_INTAKE_V1.1_REPAIR_NOTE.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.2/SOURCE_TO_HOUSE_INTAKE_V1.2_REPAIR_NOTE.md"
"CONCEPT-11984","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Rule candidate","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/001_HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/007_HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md_CHUNK_01.txt"
"CONCEPT-31724","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## What the chat added that must not be dropped","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/003_HOUSE_KEYRING_GRAPH_HISTORY_AND_FIT_REPORT_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/010_HOUSE_KEYRING_GRAPH_HISTORY_AND_FIT_REPORT_20260528.md_CHUNK_01.txt"
"CONCEPT-11498","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Working repair","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/001_HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/007_HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md_CHUNK_01.txt"
"CONCEPT-09713","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","### Neighbor — False PASS Guard","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/002_HELPER_OUTPUT_SHAPE_SCALAR_SAFE_CONTRACT_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/009_HELPER_OUTPUT_SHAPE_SCALAR_SAFE_CONTRACT_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt"
"CONCEPT-03010","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","### Neighbor 2 — Multi-Rule Batch Compatibility Apply Gate","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/009_THINK_TANK_OPPOSITION_CROSS_CHECK_LENS_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/022_THINK_TANK_OPPOSITION_CROSS_CHECK_LENS_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt"
"CONCEPT-27236","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","### Neighbor 3 — Patch-Through Before Fix Claim","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203325/CHUNKS_LOCAL_ONLY/009_THINK_TANK_OPPOSITION_CROSS_CHECK_LENS_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_INTAKE_V2/SOURCE_TO_HOUSE_INTAKE_V2_FOCUSED_EXTRACTION_20260528_203348/CHUNKS_LOCAL_ONLY/022_THINK_TANK_OPPOSITION_CROSS_CHECK_LENS_SELF_RUN_REVIEW_20260528.md_CHUNK_01.txt"
