"Action","SourcePath","TargetPath","Reason","SHA256","Bytes"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_V0_1_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_V0_1_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","CED107B4E43A515D0FB2A49E94FF3A89B08A2F0B05206B02B8FE5B33EFD9D44D","9194"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","9FE9CFE627BCED47336767D717C93B0F7C33D7D40A646BA1393EAD922C7C77C0","2225"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_3_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_3_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","F0A1BB7968DCC5E0B9D6A76A4565B64F90DDBB7E8AE68C1C952A54497FD50D0E","7478"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_4_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_4_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","81FA4190769520E4324D40FE6820C7B1322475B62EFD9E86B03A92235C28F3A4","7706"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","E46BE8851470ACA21AE5EBE2E5532043F9F6FABD573EFE5AB73F24192E950A03","1250"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_3_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_3_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","64DCC03BA1F57FDF442B6665C5D9D63BEB6DBED4E936F676E05E25BD062F4FA1","2846"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_4_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_4_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","1BA6FB6E39633C8D6759580B1433928719C5C8C74E8F0C7743AA94DBD365FDEE","2743"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_1_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_1_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","9FE9CFE627BCED47336767D717C93B0F7C33D7D40A646BA1393EAD922C7C77C0","2225"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_3_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_3_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","F0A1BB7968DCC5E0B9D6A76A4565B64F90DDBB7E8AE68C1C952A54497FD50D0E","7478"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_4_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_4_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","81FA4190769520E4324D40FE6820C7B1322475B62EFD9E86B03A92235C28F3A4","7706"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_1_20260609.csv","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_1_20260609.csv","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","489184233B5FBA46F625BCBA8519C0FE0E4BAAD52C7609C7F48DE67A0320EB68","12906"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_3_20260609.csv","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_3_20260609.csv","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","79F3EBD5DA7541D3422FFC21C2FC57B01A941780FB91DAB9E9B4D07C4B39C74B","14748"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_4_20260609.csv","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_4_20260609.csv","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","79F3EBD5DA7541D3422FFC21C2FC57B01A941780FB91DAB9E9B4D07C4B39C74B","14748"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","7B7AB9B53CDB7271A8EAE6C6EF2A4C649F05D0A182F1A01BB5A9F534B4D4ABDD","7950"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","7C9F04A76EF8767C9889B61F3956B11220B5F83272429DBEB50F07FC7872123A","1445"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_V0_1_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_V0_1_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","7B7AB9B53CDB7271A8EAE6C6EF2A4C649F05D0A182F1A01BB5A9F534B4D4ABDD","7950"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","6E9499982350434EEDF0EF326B40140DF3A04143F7372C6097506EEFF4CC68D5","13415"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","52DE3560FA633D5C5558004235B26B572F788F8BEF32B2BCCDB45D128F2DD083","1546"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_V0_1_20260609.csv","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_V0_1_20260609.csv","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","35C86C1E8BB057F84EC58D3F48457227391AE4C494613565B1DC262BFF3428AF","29969"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_V0_1_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_V0_1_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","6E9499982350434EEDF0EF326B40140DF3A04143F7372C6097506EEFF4CC68D5","13415"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_COPY_PRINT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","8CDE31CC3740F47788729E66B8D95011E6A4B524E186B6B3BA7890F4656D1E65","1807"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_RECEIPT_V0_1_20260609.txt","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","EA8811B7E9A7639EF7E79E32D21EE5D2C68678F0D35451162A590EA7D4559E10","1182"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_1_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_V0_1_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","8CDE31CC3740F47788729E66B8D95011E6A4B524E186B6B3BA7890F4656D1E65","1807"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_1_20260609.csv","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_RISK_MARKER_INDEX_V0_1_20260609.csv","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","8EBE36440FC6355F1C2F805F5E7DFB4CECF9F41D3378C0CE8293981FA4BE4D5B","9436"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEX__GENERATED_POWERSHELL_COLLECTION_PARAMETER_BINDING_DEFECT_NO_EXECUTION_20260609.csv","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEX__GENERATED_POWERSHELL_COLLECTION_PARAMETER_BINDING_DEFECT_NO_EXECUTION_20260609.csv","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","0DA2358D1217B81FFBDAB39123DC359B3FAE46E6210D5FDD5826F3D59E34EDF3","18437"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEX__GENERATED_POWERSHELL_COLLECTION_PARAMETER_BINDING_DEFECT_NO_EXECUTION_20260609.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEX__GENERATED_POWERSHELL_COLLECTION_PARAMETER_BINDING_DEFECT_NO_EXECUTION_20260609.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","CD6931EE9295D493E04BF0C75791FB0656A6F6DEAEE6BCD3C315948AE1BFE3C0","4984"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEXED_GROUP_ACCESSION_AND_PHYSICAL_ROUTE_RECEIPT_20260608.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEXED_GROUP_ACCESSION_AND_PHYSICAL_ROUTE_RECEIPT_20260608.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","7E09F700398F023B08DC7CFF3EB372C0C29BF0C642BFDF3D7E1DF4649653891E","15349"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEXED_GROUP_PROOF_HISTORY_INDEX_RECEIPT_20260608.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INDEXED_GROUP_PROOF_HISTORY_INDEX_RECEIPT_20260608.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","2DF470010B1A57346729FF9DEF2844A1EE0F958F804464AF157E402413DE76E8","10773"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INVALIDATION__FALSE_COMPLETE_CREATE_SIX_DESTINATION_PARENT_FOLDERS_ONLY_20260609_20260609_182450.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\INVALIDATION__FALSE_COMPLETE_CREATE_SIX_DESTINATION_PARENT_FOLDERS_ONLY_20260609_20260609_182450.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","FFBEFA8B681F5FB4944CB1BF151EAAB25562A7782380B30EFF24BC06BAB2D9BF","2122"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\LEFT_DESKTOP_INI_LEAVE_RECEIPT_20260608.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\LEFT_DESKTOP_INI_LEAVE_RECEIPT_20260608.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","2EE95495C30FBD578827E41B2E7316D8625F920561ACD3CE89620AEA403FF304","5050"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\LOOSE_ROOT_DISPOSITION_CLOSEOUT_SUMMARY_20260608.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\LOOSE_ROOT_DISPOSITION_CLOSEOUT_SUMMARY_20260608.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","3D00EB20FCEEA43B39C62B4EFFC999A7DCFC52425DFE1F2EA90CBBAEE4B575CF","4222"
"MOVED_STRUCTURED_ROOT_FILE_TO_REPO_LANE","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\LOOSE_ROOT_PENDING_FAMILY_REVIEW_20260608.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\LOOSE_ROOT_PENDING_FAMILY_REVIEW_20260608.md","Structured root ROOT_HOUSE_WORK file was missing from matching git lane.","FE6036604DFCB72B7F8A8D8643F90DAA11CF61DD0B3E5F3E43BAF726137180E6","23086"
