2026-05-21T03:47:24.9332827-04:00 | WATCHING | PID=13240
2026-05-21T04:38:18.5634181-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:20.5809430-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:22.5985820-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:24.6281582-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:26.6464587-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:28.6768392-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:30.6939057-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:32.7112837-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:34.7365939-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:36.7615611-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:38.8016675-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:40.8491762-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:42.8782433-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:44.8948739-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:46.9144348-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:48.9287500-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:50.9493800-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:53.0306825-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:55.0470056-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:57.0660481-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:38:59.1130986-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:01.1457888-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:03.2128406-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:05.2460185-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:07.2926370-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:09.3288647-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:11.3461997-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:13.3746018-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:15.3973706-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:17.4516739-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:19.4962125-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:21.5298636-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:23.5681670-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:25.5908476-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:27.6453242-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:29.6614423-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:31.6843857-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:33.7054223-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:35.7199645-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:37.7438336-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:39.7711123-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:41.8011580-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:43.8259643-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:45.8434974-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:47.8759916-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:49.9089862-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:51.9246117-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:53.9423827-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:55.9611012-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:39:57.9788833-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:00.0021945-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:02.0252330-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:04.0410968-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:06.0771125-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:08.1119270-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:10.1418413-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:12.1754143-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:14.1930574-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:16.2070472-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:18.2252769-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:20.2437120-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:22.2599061-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:24.2763407-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:26.2956919-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:28.3288179-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:30.3576125-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:32.4033659-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:34.4259083-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:36.4430087-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:38.4578853-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:40.4745234-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:42.4927052-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:44.5268239-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:46.5540411-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:48.5728764-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:50.6050530-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:52.6271387-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:54.6522934-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:56.6744561-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:40:58.6923964-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:00.7097503-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:02.7401568-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:04.7570360-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:06.7902664-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:08.8104740-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:10.8388076-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:12.8566038-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:14.8897733-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:16.9234648-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:18.9592781-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:20.9930807-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:23.0258052-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:25.0560248-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:27.0890523-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:29.1092630-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:31.1416253-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:33.1601273-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:35.1926710-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:37.2244550-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:39.2428353-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:41.2712166-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:43.3032357-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:45.3251942-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:47.3558142-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:49.3750598-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:51.4068149-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:53.4377048-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:55.4733972-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:57.4915911-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:41:59.5107341-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:01.5362518-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:03.5571008-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:05.5884059-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:07.6179423-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:09.6400688-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:11.6717621-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:13.7065207-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:15.7239810-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:17.7373585-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:19.7547378-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:21.7679470-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:23.7862378-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:25.8079639-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:27.8351194-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:29.8553639-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:31.8781506-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:33.9053269-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:35.9391021-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:37.9852824-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:40.0017428-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:42.0313981-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:44.0471449-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:46.0672118-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:48.0990041-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:50.1219536-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:52.1344397-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:54.1545546-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:56.1852138-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:42:58.2092774-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:00.2286891-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:02.2540678-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:04.2720628-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:06.2859391-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:08.3121851-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:10.3335445-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:12.3535099-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:14.3700795-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:16.3833153-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:18.4037992-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:20.4380281-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:22.4677138-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:24.4840141-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:26.5195976-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:28.5342756-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:30.5500469-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:32.5721025-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:34.6051090-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:36.6350586-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:38.6691908-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:40.6884861-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:42.7210318-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:44.7385610-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:46.7620997-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:49.0107273-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:51.0869959-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:53.1049340-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:55.1224691-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:57.1709543-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:43:59.1880316-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:01.1903776-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:03.2394695-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:05.2558680-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:07.2717637-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:09.2899976-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:11.3398407-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:13.3889197-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:15.4536326-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:17.4716620-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:19.5093781-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:21.5568831-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:23.5893710-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:25.6229670-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:27.6560895-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:29.7209683-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:31.7515548-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:33.7713596-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:35.8059886-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:37.8384688-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:39.8881351-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:41.9379975-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:43.9848184-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:46.0058831-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:48.0391688-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:50.0727312-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:52.1049922-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:54.1213265-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:56.1791814-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:44:58.2194123-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:00.2358666-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:02.2558738-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:04.3047312-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:06.3376205-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:08.3829308-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:10.4189657-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:12.4523159-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:14.4852724-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:16.4874494-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:18.5208860-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:20.5524126-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:22.5853114-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:24.5874290-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:26.6187247-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:28.6350902-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:30.6358407-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:32.6515301-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:34.6521708-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:36.6663595-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:38.6693736-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:38.7028080-04:00 | MOVED DROPZONE JOB TO INBOX | CHILDJOB-20260521-000008-LEVEL2-APPROVED-HELPER-RETEST.childjob.json
2026-05-21T04:45:38.8383152-04:00 | DISPATCHER ATTEMPTED
2026-05-21T04:45:40.8367560-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:42.8709569-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:44.9197994-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:46.9622085-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:48.9863846-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:51.0203961-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:53.0697711-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:55.1197666-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:57.1530860-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:45:59.2047983-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:01.2368258-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:03.2548625-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:05.2883158-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:07.3191625-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:09.3366586-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:11.3869351-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:13.4378568-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:15.4702073-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:17.5256862-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:19.5503538-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:21.5585958-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:23.5852879-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:25.6348602-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:27.6699425-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:29.7183046-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:31.7527646-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:33.8137162-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:35.8348469-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:37.8691834-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:39.9348765-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:41.9868809-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:44.0360169-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:46.0674531-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:48.1023252-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:50.1530369-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:52.1848413-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:54.2019384-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:56.2161156-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:46:58.2191310-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:00.2860001-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:02.3195757-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:04.3517360-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:06.3860832-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:08.4504748-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:10.4990375-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:12.5012040-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:14.5365871-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:16.5825500-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:18.6170978-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:20.6492504-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:22.6509198-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:24.6996013-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:26.7158835-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:28.7183100-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:30.7651175-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:32.7847129-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:34.7992290-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:36.8149288-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:38.8328526-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:40.8498983-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:42.8690842-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:44.9145672-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:46.9343514-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:48.9645384-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:50.9827412-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:52.9991324-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:55.0158001-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:57.0333110-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:47:59.0521953-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:01.0974896-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:03.0978069-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:05.1158794-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:07.1622137-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:09.1977722-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:11.1997896-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:13.2171419-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:15.2484750-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:17.2617435-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:19.2820527-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:21.3301826-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:23.3321431-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:25.3640679-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:27.3812888-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:29.3825841-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:31.4183734-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:33.4472954-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:35.4643068-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:37.4824815-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:39.5170407-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:41.5617842-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:43.5648495-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:45.5986718-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:47.6326241-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:49.6954690-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:51.6999394-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:53.7320273-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:55.7834727-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:57.8153112-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:48:59.8478080-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:01.8983176-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:03.9318902-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:05.9954129-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:08.0148324-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:10.0639949-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:12.1144221-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:14.1483923-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:16.1820582-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:18.2137676-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:20.2302241-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:22.2484506-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:24.2813423-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:26.2958246-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:28.3142596-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:30.3463860-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:32.3623589-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:34.3802672-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:36.3955484-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:38.4144355-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:40.4482489-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:42.4792202-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:44.4973006-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:46.5624003-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:48.5959190-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:50.6132792-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:52.6641227-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:54.6969043-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:56.7485068-04:00 | WATCHING DISPATCH | PID=10380
2026-05-21T04:49:58.7636462-04:00 | WATCHING DISPATCH | PID=10380
