"object","classification","lane","decision","reason","privacy","authority","expected_home","proof"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\RULE_MACHINES\POST_LEVEL2_BRIDGE_STATE_CARD_20260521.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\RULE_MACHINES\PROBLEM_SOLVER_SWEEP_SINGLE_BOSS_COLLAPSE_CARD_20260521.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\RULE_MACHINES\RULE_BLOOM_STACK_CAPTURE_SOFT_SUIT_20260521_030002.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\SOFT_SUIT_CANDIDATES\AHA_ORIGIN_TAGGING_BITSTRING_CANDIDATE_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\SOFT_SUIT_CANDIDATES\COMPRESSION_BURDEN_TEST_SOFT_SUIT_CARD_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\SOFT_SUIT_CANDIDATES\PRIOR_MISTAKE_LESSON_TAG_TEMPLATE_CANDIDATE_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GEAR_RACK\SOFT_SUIT_CANDIDATES\PRIOR_MISTAKE_RETRIEVAL_ROUTE_SELECTION_GATE_SOFT_SUIT_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GROWTH_LOGGING\DAILY_GROWTH_LOG_HELD_ENTRY_TEMPLATE_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\GROWTH_LOGGING\DAILY_GROWTH_LOG_LIVING_IDEA_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\GROWTH_CYCLE_MENTAL_DEVELOPMENT_SOURCE_ORE_PARKED_20260520.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\HANDY_IDEA_BAG_INDEX_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\LIVING_ROOT_WORDS_OPERATIONAL_KEY_LIST_20260520.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\NO_RANDOM_MOVES_CALCULATION_GATE_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\PROBLEM_TO_GROWTH_REPAIR_GATE_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\RELATION_METHOD_ACROSS_THE_BOARD_LENS_CARD_20260520.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\RELEVANT_ROOT_KEY_AND_TOOL_USE_POCKET_LIST_20260520.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_BAG\RULE_FIRING_BOSS_GHOST_ROOT_KEYS_HOT_LIST_20260520.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_CARDS\LIFECYCLE_STATE_CHANGE_SYNC_GATE_CARD_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_CARDS\LIVE_USE_001_FAILED_PROOF_COMMIT_GUARD_CARD_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_CARDS\README.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_CARDS\SPLIT_PROOF_SAVE_FLOW_CARD_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\IDEA_CARDS\WORK_SHED_FIRST_USE_IDEA_CARD_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INBOX\LIVE_USE_001_PROOF_FAILED_BUT_COMMIT_HAPPENED_RAW_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INBOX\README.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INBOX\WORK_SHED_FIRST_USE_RAW_IDEA_20260518.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\MOVED_IGNORED_FILES_20260519_20260519_162022","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\BATCH_SAFE_BIN_TRIAL_SUIT_METHOD_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\CHECKER_CANDIDATE_LABEL_REVIEW_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\CHECKER_COLLISION_WORDING_RESOLUTION_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\INCOMING_FILE_PARKING_INDEX_20260519.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\MOVED_IGNORED_FILES_INSPECTION_REPORT_20260519_20260519_162022.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\01_NEEDS_INSPECTION","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\02_TOOL_CANDIDATES","OLD_SCAFFOLD","ROOT_OR_OTHER","ARCHIVE","RECOVER_GOOD_CHIPS_THEN_ARCHIVE_SOURCE","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\CURRENT_OLD_SCAFFOLD_CLEANOUTS or OBSOLETE_18_FILE_SCAFFOLD_ROOT_DROPS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\03_PROOF_AND_RECEIPT_CANDIDATES","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\04_BACKUP_HISTORY_HOLD","OLD_SCAFFOLD","ROOT_OR_OTHER","ARCHIVE","RECOVER_GOOD_CHIPS_THEN_ARCHIVE_SOURCE","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\CURRENT_OLD_SCAFFOLD_CLEANOUTS or OBSOLETE_18_FILE_SCAFFOLD_ROOT_DROPS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\05_KEEP_PC_ONLY_PRIVATE_OR_SECURITY","OLD_SCAFFOLD","ROOT_OR_OTHER","ARCHIVE","RECOVER_GOOD_CHIPS_THEN_ARCHIVE_SOURCE","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\CURRENT_OLD_SCAFFOLD_CLEANOUTS or OBSOLETE_18_FILE_SCAFFOLD_ROOT_DROPS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\06_REMOTE_BRAIN_CANDIDATES","OLD_SCAFFOLD","ROOT_OR_OTHER","ARCHIVE","RECOVER_GOOD_CHIPS_THEN_ARCHIVE_SOURCE","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\CURRENT_OLD_SCAFFOLD_CLEANOUTS or OBSOLETE_18_FILE_SCAFFOLD_ROOT_DROPS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\07_ARCHIVE_OR_DELETE_REVIEW","OLD_SCAFFOLD","ROOT_OR_OTHER","ARCHIVE","RECOVER_GOOD_CHIPS_THEN_ARCHIVE_SOURCE","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\CURRENT_OLD_SCAFFOLD_CLEANOUTS or OBSOLETE_18_FILE_SCAFFOLD_ROOT_DROPS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\_PARKED_BRIDGES\MULE_LEVEL2_FINISH_HOME_PARKED_20260522_011326\DROPPED_SOURCE_ONLY\MR_KLEEN_HOUSE_DOCK\Jxhnny_Kleen_C33dz\HOUSE_WORK\WORK_SHED\INCOMING_FILE_PARKING\LANES\01_NEEDS_INSPECTION\MULE_REPORT_INTAKE_20260519","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
