"Source"	"RelativePath"	"SourcePath"	"KeptRelativePath"	"KeptSource"	"SHA256"	"Length"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"5A2ED8AA27CC8721B99152655605733A3F4DFF93ECE4DC66178C386C963A43EA"	"1198"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"5A2ED8AA27CC8721B99152655605733A3F4DFF93ECE4DC66178C386C963A43EA"	"1198"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"5A2ED8AA27CC8721B99152655605733A3F4DFF93ECE4DC66178C386C963A43EA"	"1198"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_001_CLEAN_BASIC_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"5A2ED8AA27CC8721B99152655605733A3F4DFF93ECE4DC66178C386C963A43EA"	"1198"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"BDDD97194E040D1531E3A0FD1FE0374BD4E3CF69AA20F6B01A61DB06815AA115"	"886"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"BDDD97194E040D1531E3A0FD1FE0374BD4E3CF69AA20F6B01A61DB06815AA115"	"886"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"BDDD97194E040D1531E3A0FD1FE0374BD4E3CF69AA20F6B01A61DB06815AA115"	"886"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"BDDD97194E040D1531E3A0FD1FE0374BD4E3CF69AA20F6B01A61DB06815AA115"	"886"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"BDDD97194E040D1531E3A0FD1FE0374BD4E3CF69AA20F6B01A61DB06815AA115"	"886"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_002_DIRTY_BLOATED_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"BDDD97194E040D1531E3A0FD1FE0374BD4E3CF69AA20F6B01A61DB06815AA115"	"886"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D9162A17D6CF25685D11CC17B6A9A2BE60117E2D67EEB367BE69BA46E981C216"	"1051"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D9162A17D6CF25685D11CC17B6A9A2BE60117E2D67EEB367BE69BA46E981C216"	"1051"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D9162A17D6CF25685D11CC17B6A9A2BE60117E2D67EEB367BE69BA46E981C216"	"1051"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D9162A17D6CF25685D11CC17B6A9A2BE60117E2D67EEB367BE69BA46E981C216"	"1051"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D9162A17D6CF25685D11CC17B6A9A2BE60117E2D67EEB367BE69BA46E981C216"	"1051"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_003_MISSING_EVIDENCE_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D9162A17D6CF25685D11CC17B6A9A2BE60117E2D67EEB367BE69BA46E981C216"	"1051"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D3D20CD9C0D997307DAD28452E0281E94CC157B1C90FC94CEA33D5E85C3C32C9"	"978"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D3D20CD9C0D997307DAD28452E0281E94CC157B1C90FC94CEA33D5E85C3C32C9"	"978"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D3D20CD9C0D997307DAD28452E0281E94CC157B1C90FC94CEA33D5E85C3C32C9"	"978"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D3D20CD9C0D997307DAD28452E0281E94CC157B1C90FC94CEA33D5E85C3C32C9"	"978"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D3D20CD9C0D997307DAD28452E0281E94CC157B1C90FC94CEA33D5E85C3C32C9"	"978"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_004_UNCLEAR_AUTHORITY_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"D3D20CD9C0D997307DAD28452E0281E94CC157B1C90FC94CEA33D5E85C3C32C9"	"978"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"34A39FC3ED1E1D5DBA9509A5D06A7829A75278D8331801A24AE11FDA0099C642"	"233"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"34A39FC3ED1E1D5DBA9509A5D06A7829A75278D8331801A24AE11FDA0099C642"	"233"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"34A39FC3ED1E1D5DBA9509A5D06A7829A75278D8331801A24AE11FDA0099C642"	"233"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"34A39FC3ED1E1D5DBA9509A5D06A7829A75278D8331801A24AE11FDA0099C642"	"233"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"34A39FC3ED1E1D5DBA9509A5D06A7829A75278D8331801A24AE11FDA0099C642"	"233"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\inputs\TEST_005_CUTOFF_INVALID_SEED_CARD.txt"	"Jxhnny_Kleen_C3dz"	"34A39FC3ED1E1D5DBA9509A5D06A7829A75278D8331801A24AE11FDA0099C642"	"233"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"Jxhnny_Kleen_C3dz"	"84DD9941D1545C2BBF413D48B548BEB71D88E60F5DAE1F6A5A007F8C0677E158"	"1830"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"Jxhnny_Kleen_C3dz"	"84DD9941D1545C2BBF413D48B548BEB71D88E60F5DAE1F6A5A007F8C0677E158"	"1830"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_001_CLEANMILKCHECKER_SEED_CARD_VERDICT.txt"	"Jxhnny_Kleen_C3dz"	"84DD9941D1545C2BBF413D48B548BEB71D88E60F5DAE1F6A5A007F8C0677E158"	"1830"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_4_PASS_BACKUP_20260508_063939\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"Jxhnny_Kleen_C3dz"	"FBEFABC764EB3F8D6D541BDB5D3928190EC2BE1D1DB3B9F7C47E393A4C0874CF"	"1511"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"Jxhnny_Kleen_C3dz"	"FBEFABC764EB3F8D6D541BDB5D3928190EC2BE1D1DB3B9F7C47E393A4C0874CF"	"1511"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\PUBLIC_SITE_OUT\data\files\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\PRACTICAL_002_PROJECT_EVIDENCE_STACK_VERDICT.txt"	"Jxhnny_Kleen_C3dz"	"FBEFABC764EB3F8D6D541BDB5D3928190EC2BE1D1DB3B9F7C47E393A4C0874CF"	"1511"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\outputs\TEST_001_VERDICT_REPORT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_1_PASS_BACKUP_20260508_062250\outputs\TEST_001_VERDICT_REPORT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\TEST_001_VERDICT_REPORT.txt"	"Jxhnny_Kleen_C3dz"	"AB8D9275A2FEB83CAABFC9EAE0A9BE0136711F85CED843333E8BB05FD51F8076"	"1316"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\outputs\TEST_001_VERDICT_REPORT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_2_PASS_BACKUP_20260508_063427\outputs\TEST_001_VERDICT_REPORT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\TEST_001_VERDICT_REPORT.txt"	"Jxhnny_Kleen_C3dz"	"AB8D9275A2FEB83CAABFC9EAE0A9BE0136711F85CED843333E8BB05FD51F8076"	"1316"
"Jxhnny_Kleen_C3dz"	"CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\outputs\TEST_001_VERDICT_REPORT.txt"	"C:\Users\13527\Desktop\123\Jxhnny_Kleen_C3dz\CleanSeedsBuild\CleanMilkChecker\backups\STAGE_3_PASS_BACKUP_20260508_063649\outputs\TEST_001_VERDICT_REPORT.txt"	"CleanSeedsBuild\CleanMilkChecker\backups\FINAL_WRAP_BACKUP_20260508_064047\outputs\TEST_001_VERDICT_REPORT.txt"	"Jxhnny_Kleen_C3dz"	"AB8D9275A2FEB83CAABFC9EAE0A9BE0136711F85CED843333E8BB05FD51F8076"	"1316"
