"Severity","Path","Species","Field","FailureFamily","SuggestedStitch","Message"
"WATCH","HOUSE_WORK/INTAKE/123_NON_GIT_AUDIT_20260522/HANDOFFS/MULE_KICKOFF_RULE_NERVOUS_SYSTEM_DEEP_DIVE_20260521.txt","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md","HELPER_OBJECT","Task","HELPER WITHOUT ASSAY","HELPER STITCH","Helper object should name task/job."
"WATCH","HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/TODO/HELPER_LIVING_MEMORY_LEDGER_NEXT_USE_TODO_20260529.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/TODO/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_NEXT_TODO_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_NEXT_TODO_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/TODO/HELPER_STABILITY_GOVERNOR_V1_BUILD_AND_PROOF_TODO_20260529.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/TODO/HELPER_STABILITY_GOVERNOR_V1_BUILD_AND_PROOF_TODO_20260529.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/TODO/LOCAL_HELPER_STATUS_INDEX_NEXT_WORK_20260528_002256.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/TODO/LOCAL_HELPER_STATUS_INDEX_NEXT_WORK_20260528_002256.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/LOCAL_HELPERS_STATUS_NOT_CODE_NEXT_WORK_20260528_001837.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/TODO/LOCAL_HELPERS_STATUS_NOT_CODE_NEXT_WORK_20260528_001837.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/TODO/LOCAL_HELPERS_STATUS_NOT_CODE_NEXT_WORK_20260528_001837.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/LOCAL_HELPERS_STATUS_NOT_CODE_NEXT_WORK_20260528_001837.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/TODO/PACKET_TOP_BLOCK_DENSE_HANDOFF_TODO_20260520.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/TODO/PACKET_TOP_BLOCK_DENSE_HANDOFF_TODO_20260520.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/TODO/PACKET_TOP_BLOCK_DENSE_HANDOFF_TODO_20260520.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/PACKET_TOP_BLOCK_DENSE_HANDOFF_TODO_20260520.md","HELPER_OBJECT","Task","HELPER WITHOUT ASSAY","HELPER STITCH","Helper object should name task/job."
"WATCH","HOUSE_WORK/TODO/SOURCE_TO_HOUSE_HELPER_LOGIC_NEXT_WORK_20260528.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/TODO/SOURCE_TO_HOUSE_HELPER_LOGIC_NEXT_WORK_20260528.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/FULL_WASH_CYCLE_HELPER_HARNESS_CARD_V1_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/FULL_WASH_CYCLE_HELPER_HARNESS_CARD_V1_20260529.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/FULL_WASH_CYCLE_HELPER_HARNESS_CARD_V1_20260529.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/FULL_WASH_CYCLE_HELPER_HARNESS_CARD_V1_20260529.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/HELPER_HARNESS_TESTS/FULL_WASH_HELPER_L0_WITNESS_TRANSCRIPT_SOURCE_TEST_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/HELPER_HARNESS_TESTS/FULL_WASH_HELPER_L0_WITNESS_TRANSCRIPT_SOURCE_TEST_20260529.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/HELPER_HARNESS_TESTS/FULL_WASH_HELPER_L0_WITNESS_TRANSCRIPT_SOURCE_TEST_20260529.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/LOCAL_HELPERS_STATUS_NOT_CODE_CARD_20260528_001837.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/LOCAL_HELPERS_STATUS_NOT_CODE_CARD_20260528_001837.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_HELPER_CARD_20260527.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_HELPER_CARD_20260527.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_HELPER_CARD_20260527.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/SOLUTION_TO_CONCEPT_CROSS_EXAM_FIT_LOOP_HELPER_CARD_20260527.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/CHAT_ASSISTANT_RULE_FLOW_LIVING_LEDGER_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/CHAT_ASSISTANT_RULE_FLOW_LIVING_LEDGER_20260529.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/CHAT_ASSISTANT_RULE_FLOW_LIVING_LEDGER_20260529.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/CHAT_ASSISTANT_RULE_FLOW_LIVING_LEDGER_20260529.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/FRONT_GATE_PACKET_ROUTER_LIVING_LEDGER_20260529.md","HELPER_OBJECT","Disposition","DISPOSITION GAP","DISPOSITION STITCH","Disposition shelf/state is not obvious."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/FRONT_GATE_PACKET_ROUTER_LIVING_LEDGER_20260529.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/FRONT_GATE_PACKET_ROUTER_LIVING_LEDGER_20260529.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/LEARNING_GROWTH_LOG_SELF_REFLECTION_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","Disposition","DISPOSITION GAP","DISPOSITION STITCH","Disposition shelf/state is not obvious."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/LEARNING_GROWTH_LOG_SELF_REFLECTION_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/LEARNING_GROWTH_LOG_SELF_REFLECTION_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/NEED_TO_KNOW_BASES_CHAMPION_TOOLBELT_LIVING_LEDGER_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/NEED_TO_KNOW_BASES_CHAMPION_TOOLBELT_LIVING_LEDGER_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_EMPTY_COLLECTION_BINDING_LIVING_LEDGER_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_EMPTY_COLLECTION_BINDING_LIVING_LEDGER_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_EMPTY_COLLECTION_BINDING_LIVING_LEDGER_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_EMPTY_CONTENT_BLOCKED_LIVING_LEDGER_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_EMPTY_CONTENT_BLOCKED_LIVING_LEDGER_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_EXPECTED_PARTIAL_DIRTY_RECOVERY_LIVING_LEDGER_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_GIT_WRAPPER_LIVING_LEDGER_20260529.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_PIPELINE_OPERATOR_LIVING_LEDGER_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_SELF_REFLECTION_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","Disposition","DISPOSITION GAP","DISPOSITION STITCH","Disposition shelf/state is not obvious."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_SELF_REFLECTION_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/HELPER_MEMORY_LEDGER/SAVE_SCRIPT_SELF_REFLECTION_LEDGER_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/INDEXES/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_CHECKLIST_V1_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/RELATION_MAPS/HASH_KEY_FRONT_GATE_HELPER_ROUTER_MAP_SEED_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/RELATION_MAPS/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_MAP_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/RELATION_MAPS/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_MAP_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/RELATION_MAPS/HELPER_LIVING_MEMORY_LEDGER_MAP_SEED_20260529.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/RELATION_MAPS/HELPER_LIVING_MEMORY_LEDGER_MAP_SEED_20260529.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/RELATION_MAPS/NEED_TO_KNOW_BASES_HELPER_SLICE_MAP_SEED_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_CAPTURE_20260528.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CONTENDER_COMPARISON_CARD_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CONTENDER_COMPARISON_CARD_20260530.md","HELPER_OBJECT","Currentness","CURRENTNESS SPELL","CURRENTNESS STITCH","Currentness state is not obvious."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CONTENDER_COMPARISON_CARD_20260530.md","HELPER_OBJECT","Disposition","DISPOSITION GAP","DISPOSITION STITCH","Disposition shelf/state is not obvious."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CONTENDER_COMPARISON_CARD_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CONTENDER_COMPARISON_CARD_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIT_CARD_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIT_CARD_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_EMPTY_CONTENT_WRITE_BLOCKED_POWER_PLAY_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_EMPTY_CONTENT_WRITE_BLOCKED_POWER_PLAY_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_EMPTY_CONTENT_WRITE_BLOCKED_POWER_PLAY_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_FINAL_STATUS_NOT_CLEAN_POWER_PLAY_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_FINAL_STATUS_NOT_CLEAN_POWER_PLAY_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_FINAL_STATUS_NOT_CLEAN_POWER_PLAY_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_PLAN_EMPTY_COLLECTION_FAILURE_POWER_PLAY_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_PLAN_EMPTY_COLLECTION_FAILURE_POWER_PLAY_20260530.md","HELPER_OBJECT","ReturnOrNext","ROOM WITHOUT RETURN","RETURN STITCH","No obvious return/next condition."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_GROWTH_PLAN_EMPTY_COLLECTION_FAILURE_POWER_PLAY_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_ISSUE_GATE_ROUTING_RULE_CANDIDATE_V1.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_ISSUE_GATE_ROUTING_RULE_CANDIDATE_V1.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_OUTPUT_SHAPE_SCALAR_SAFE_CONTRACT_SELF_RUN_REVIEW_20260528.md","HELPER_OBJECT","KeyOrTag","TAG WITHOUT KEY","KEY STITCH","No obvious key/tag/species/toolbelt/authority marker."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_OUTPUT_SHAPE_SCALAR_SAFE_CONTRACT_SELF_RUN_REVIEW_20260528.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_FIT_REPORT_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_FIT_REPORT_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/HELPER_STABILITY_GOVERNOR_V1_FIT_REPORT_20260529.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/INTAKE_GATE_SYSTEM_HELPER_READINESS_FIT_REPORT_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/SORTING_BENCH/INTAKE_GATE_SYSTEM_HELPER_READINESS_FIT_REPORT_20260530.md","HELPER_OBJECT","RoutingReference","ROUTELESS LIVING THING","MAP STITCH","Object not referenced by detected routing surfaces."
"WATCH","HOUSE_WORK/WORK_SHED/TEMPLATES/FINAL_CHAT_HANDOFF_PACKET_TEMPLATE_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","Boundary","HELPER CROWN LEAK","POLICY STITCH","Helper object should block crown/authority leak."
"WATCH","HOUSE_WORK/WORK_SHED/TEMPLATES/FINAL_CHAT_HANDOFF_PACKET_TEMPLATE_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","Currentness","CURRENTNESS SPELL","CURRENTNESS STITCH","Currentness state is not obvious."
"WATCH","HOUSE_WORK/WORK_SHED/TEMPLATES/FINAL_CHAT_HANDOFF_PACKET_TEMPLATE_KEY_2E6F99ED9EFE_20260530.md","HELPER_OBJECT","Disposition","DISPOSITION GAP","DISPOSITION STITCH","Disposition shelf/state is not obvious."
